FacilityName,LicenseNumber,Status,IssueDate,StatusEffectivedate,LastRenewalDate,zipcode,City
BROOKS PHARMACY 1148,PP412459L,Out of Business,1977-08-08,1991-01-29,1990-03-07,15235,PITTSBURGH
BROOKS PHARMACY 1154,PP411500L,Out of Business,1984-08-21,1991-06-04,1990-03-07,15905,JOHNSTOWN
BROOKS PHARMACY 1157,PP412463L,Out of Business,1977-08-08,1993-10-09,1993-08-20,15101,ALLISON PARK
BROOKS PHARMACY 1158,PP412464L,Out of Business,1977-08-08,1988-05-23,1987-11-23,15223,PITTSBURGH
BROOKS PHARMACY 1164,PP413938L,Out of Business,1987-07-06,1990-10-23,1990-03-07,15222,PITTSBURGH
BROOMALL PHARMACY,PP410264L,Out of Business,1977-07-06,1987-12-18,1987-07-01,19008,BROOMALL
BROSBE DRUG STORE,PP410265L,Out of Business,1977-08-15,1987-03-26,1985-07-08,19007,BRISTOL
BROUSE DRUG STORE,PP410266L,Out of Business,1977-07-14,1987-09-11,1985-07-11,19460,PHOENIXVILLE
BROWNS PHARMACY,PP410281L,Out of Business,1977-07-08,2002-06-05,2001-07-21,18428,HAWLEY
BROWNS PHARMACY,PP410268L,Out of Business,1977-07-15,1986-07-29,1985-08-27,17701,S WILLIAMSPRT
BROWNS THRIFTWAY PHARMACY,PP415662L,Out of Business,2000-06-02,2000-11-06,2000-09-28,19140,PHILADELPHIA
"BROWNSVILLE GENERAL HOSPITAL, INC PHARMACY",HP418023L,Out of Business,1977-07-18,2006-01-08,2005-08-26,15417,BROWNSVILLE
BROWNSVILLE TRI-COUNTY HOSPITAL,PP481834,Out of Business,2008-05-14,2009-08-31,,15417,BROWNSVILLE
BRUNDAGE'S LAKE REGION PHARMACY,PP482647,Out of Business,2016-05-11,2017-06-20,,18428,HAWLEY
BRYN MAWR APOTHECARY INCORPORATED,PP411908L,Out of Business,1977-08-01,1986-04-22,1985-07-08,19010,BRYN MAWR
BUCCIERO PHARMACY,PP410286L,Out of Business,1977-09-09,1995-09-01,1993-09-27,19145,PHILADELPHIA
BUCK ROAD PHARMACY,PP413891L,Out of Business,1987-02-03,1988-06-06,1987-06-29,18966,HOLLAND
BUCKINGHAM PHARMACY,PP481248,Out of Business,2003-06-11,2005-06-21,,18912,BUCKINGHAM
BUCKINGHAM PHARMACY,PP410290L,Out of Business,1977-08-15,2003-01-10,2001-08-06,18912,BUCKINGHAM
BUCKLEY VALLEY FORGE PHARMACY,PP412755L,Out of Business,1977-07-19,2011-06-15,2009-07-29,19406,KNG OF PRUSIA
BUCKS COUNTY PHARMACY,PP410292L,Out of Business,1977-08-31,2010-03-17,2009-08-10,19055,LEVITTOWN
BUCKTAIL PHARMACY,PP413704L,Out of Business,1985-11-25,1986-10-10,1985-11-25,17764,RENOVO
BUCKWALTER DRUG COMPANY,PP410293L,Out of Business,1977-08-23,1987-12-23,1987-08-03,19601,READING
BUDDYS PHARMACY,PP411848L,Out of Business,1977-07-26,1998-03-07,1997-07-22,19153,PHILADELPHIA
BUDGET DRUG RX,PP415102L,Out of Business,1995-11-15,2005-10-12,2005-06-24,19053,FEASTERVILLE
BUDGET DRUG STORE,PP411208L,Out of Business,1984-04-24,1984-09-10,1984-04-27,18954,RICHBORO
BUDGET PHARMACY AND WELLNESS CENTER,PP410634L,Out of Business,1977-07-08,2008-08-12,2007-06-13,19053,FEASTERVILLE
BURHENNS PHARMACY,PP410299L,Out of Business,1977-07-19,2019-04-15,2017-07-28,16504,ERIE
BURKES DRUG STORE INC,PP410300L,Out of Business,1977-08-29,1987-03-26,1985-07-29,17976,SHENANDOAH
BURKES PHARMACY,PP410301L,Out of Business,1977-08-25,2010-08-23,2009-07-28,18509,SCRANTON
BURMANS PHARMACY,PP410303L,Out of Business,1977-07-18,1980-09-11,1979-07-27,19013,CHESTER
BURMANS PRESCRIPTIONS,PP410002L,Out of Business,1977-07-12,1985-06-20,1983-07-08,16881,WOODLYN
BURMONT PHARMACY,PP410304L,Out of Business,1977-08-01,1989-03-30,1987-06-29,19026,DREXEL HILL
BURNER PHARMACY,PP411391L,Out of Business,1977-07-11,1984-05-31,1983-12-08,19139,PHILADELPHIA
BURNS DRUG CO,PP410307L,Out of Business,1977-07-27,2008-12-22,2007-06-14,15666,MT PLEASANT
BURNS DRUG CO,PP410308L,Out of Business,1977-07-27,2009-12-02,2009-07-29,15683,SCOTTDALE
BURNS DRUG CO,PP413004L,Out of Business,1977-07-29,2009-12-03,2009-07-30,15425,CONNELLSVILLE
BURNS PHARMACY,PP410310L,Out of Business,1977-07-18,1987-01-06,1986-10-28,15204,PITTSBURGH
BUSHS PHARMACY,PP410312L,Out of Business,1977-07-11,1984-04-11,1983-08-01,16735,KANE
BUSTLETON PHARMACY,PP415632L,Out of Business,2000-03-17,2006-08-30,2005-07-08,19115,PHILADELPHIA
BUSTLETON PHARMACY,PP410313L,Out of Business,1977-07-12,1983-02-14,1982-07-14,19115,PHILADELPHIA
BUSTLETON PHARMACY AND MEDICAL SUPPLIES,PP482414,Out of Business,2014-07-29,2016-12-16,2015-08-14,19152,PHILADELPHIA
BUTASH PHARMACY,PP410314L,Out of Business,1977-07-08,2016-10-22,2015-07-08,18512,THROOP
BUTLER FAMILY DRG INC,PP413088L,Out of Business,1977-07-12,1998-04-24,1997-06-24,16001,BUTLER
BUTLER FAMILY DRUG,PP413606L,Out of Business,1977-07-12,2000-07-21,1997-07-03,16001,BUTLER
BUXMONT PHARMACY INC,PP411897L,Out of Business,1979-11-27,1990-01-23,1987-07-16,18974,WARMINSTER
BUY RITE PHARMACY,PP482120,Out of Business,2011-02-16,2015-12-02,2015-08-06,19141,PHILADELPHIA
C & B PHARMACY INC,PP413645L,Out of Business,1985-02-28,1997-03-17,1995-08-10,19140,PHILADELPHIA
C G HUY PHARMACY,PP411109L,Out of Business,1977-08-04,2000-03-17,1989-08-17,15212,PITTSBURGH
C L C PHARMACY,PP410319L,Out of Business,1977-07-18,1988-10-25,1987-10-02,17055,MECHANICSBURG
C P COLESTOCK PHCY,PP410325L,Out of Business,,1986-09-29,1985-09-04,19142,PHILADELPHIA
CADILLAC PHARMACY,PP410328L,Out of Business,1977-07-19,1997-09-24,1995-08-21,19040,HATBORO
CALDOR,PP414607L,Out of Business,1992-05-11,1993-04-05,1992-11-17,19116,PHILADELPHIA
CALDOR,PP414679L,Out of Business,1992-11-12,1993-04-03,1992-11-18,19095,WYNCOTE
CALDOR,PP414607L,Out of Business,1992-05-11,1993-04-05,1992-11-17,19116,PHILADELPHIA
CALLAGHANS PHARMACY,PP410333L,Out of Business,1977-07-11,1999-05-19,1997-06-27,15061,MONACA
CALLIGAN PHARMACY LLC,PP410334L,Out of Business,1977-07-22,2007-04-27,2005-07-25,15084,TARENTUM
CAMBRIA CO HOME HOSP PHARMACY,HP416554L,Out of Business,1977-10-03,1987-08-31,1987-05-19,15931,EBENSBURG
CAMERON COUNTY PHARMACY,PP410821L,Out of Business,1978-06-07,2012-03-07,2011-07-19,15834,EMPORIUM
CAMERON DRUG STORE,PP410336L,Out of Business,1977-07-22,1987-09-18,1987-06-30,19075,ORELAND
CAMPBELL AND BRO INC,PP410337L,Out of Business,1977-07-13,1981-10-29,1981-07-10,19103,PHILADELPHIA
CAMPBELL-ERSKINE APOTHECARY INC,PP410338L,Out of Business,1977-07-19,1990-08-21,1989-08-30,15206,PITTSBURGH
CAMPS PHARMACY,PP410339L,Out of Business,1977-07-11,1998-05-21,1997-06-19,19041,HAVERFORD
CAMPUS CHEMISTS,PP413244L,Out of Business,1977-08-15,2003-04-29,2001-08-27,19104,PHILADELPHIA
CANAL VIEW PHARMACY,PP411033L,Out of Business,1984-03-26,1987-12-22,1987-07-27,19127,PHILADELPHIA
CANNINGS DRUG STORE,PP410341L,Out of Business,1977-07-11,1999-02-12,1997-06-18,19464,POTTSTOWN
CANON PHARMACY INC,PP412780L,Out of Business,1982-01-28,1995-06-26,1993-07-19,15317,CANONSBURG
CAPITANO'S PHARMACY,PP414814L,Out of Business,1993-11-02,2014-05-21,2013-07-17,18518,OLD FORGE
CAPSTONE PHARMACY SERVICES,PP414408L,Out of Business,1991-01-24,1997-02-01,1997-01-24,19014,ASTON
CARBON COUNTY HOME PHARMACY,HP416568L,Out of Business,1977-08-19,2006-01-01,2005-08-17,18255,WEATHERLY
CARBONDALE GENERAL HOSPITAL,HP418300L,Out of Business,1980-06-18,1992-06-29,1991-08-20,18407,CARBONDALE
CARDIAC SOLUTIONS INC,PP414913L,Out of Business,1994-07-26,1999-05-10,1997-07-07,19034,FORT WASHINGTON
CARDINAL HEALTH,PP481078,Out of Business,2001-11-19,2008-10-31,2007-06-25,16701,BRADFORD
CARDINAL HEALTH,PP481280,Out of Business,2003-07-21,2005-06-30,,16505,ERIE
CARDINAL HEALTH,PP481168,Out of Business,2002-08-22,2005-03-14,2003-07-31,15205,PITTSBURGH
"CARDINAL HEALTH 414, LLC",PP414708L,Out of Business,1993-02-23,2012-06-29,2011-07-08,19007,BRISTOL
CARE APOTHECARY,PP414554L,Out of Business,1992-02-18,2002-06-24,2001-08-14,16504,ERIE
CARE APOTHECARY,PP414742L,Out of Business,1993-06-07,1997-04-01,1996-06-03,16508,ERIE
CARE ONE PHARMACY INC.,PP482408,Out of Business,2014-05-15,2017-01-17,2015-08-27,19140,PHILADELPHIA
CARE PHARMACY,PP413678L,Out of Business,1985-06-18,1997-10-22,1997-06-30,17103,HARRISBURG
CARE PRESCRIPTIONS,PP481245,Out of Business,2003-04-14,2004-02-13,2003-07-11,16508,ERIE
CARE RX PHARMACY,PP481658,Out of Business,2007-01-23,2012-01-26,2011-08-27,19103,PHILADELPHIA
CAREMARK PHARMACY SERVICE,PP414444L,Out of Business,1991-06-04,1993-05-24,1991-08-14,18702,WILKES-BARRE
CAREMARK PHARMACY SERVICES,PP414700L,Out of Business,1993-01-20,1993-02-26,1993-01-26,18704,KINGSTON
CAREPLUS CVS/PHARMACY 5781,PP482107,Out of Business,2011-01-31,2019-07-01,2017-08-07,19104,PHILADELPHIA
CAREPLUS INC,PP413918L,Out of Business,1987-04-16,1991-06-13,1989-08-21,19044,HORSHAM
CAREPLUS INC,PP414040L,Out of Business,1988-04-19,1991-06-12,1990-05-02,15017,BRIDGEVILLE
CAREPOINT PARTNERS,PP414787L,Out of Business,1993-10-04,2013-08-23,2013-06-14,19014,ASTON
CAREPOINT RX,PP482579,Out of Business,2015-08-20,2018-08-31,2017-07-26,19020,BENSALEM
CARES PHARMACY,PP410347L,Out of Business,1977-07-18,1997-01-30,1995-06-22,19401,NORRISTOWN
CARESITE COMMUNITY PHARMACY,PP481439,Out of Business,2005-04-05,2006-06-30,2005-08-10,19606,READING
CARESITE PHARMACY,PP481609,Out of Business,2006-10-26,2008-01-18,2007-06-14,16801,STATE COLLEGE
CARESITE PHARMACY,PP414486L,Out of Business,1991-08-19,2015-06-17,2013-07-03,16801,STATE COLLEGE
CARESITE PHARMACY,PP413491L,Out of Business,1977-07-14,2018-05-30,2017-07-21,17011,CAMP HILL
CARESITE PHARMACY,PP412581L,Out of Business,1981-10-28,2017-06-14,2015-07-08,17049,MCALISTERVILLE
CARESITE PHARMACY,PP414264L,Out of Business,1990-01-04,2019-04-19,2017-07-25,17059,MIFFLINTOWN
CARESITE PHARMACY,PP482399,Out of Business,2013-07-17,2018-06-15,2017-07-25,17961,ORWIGSBURG
CARESITE PHARMACY,PP481583,Out of Business,2006-10-20,2017-07-18,2015-07-08,18657,TUNKHANNOCK
CARLISLE PHARM-A-CARE,PP413780L,Out of Business,1986-04-01,1987-04-09,1986-11-13,17013,CARLISLE
CARLISLE REGIONAL CANCER CENTER OF LEMOYNE PHARMACY,PP482245,Out of Business,2012-04-16,2014-12-29,2013-08-01,17043,LEMOYNE
CARNEYS DRUG STORE,PP410350L,Out of Business,1977-08-31,1997-04-09,1995-06-22,18407,CARBONDALE
CARRIGANS COUNTRY PHARMACY INC,PP414187L,Out of Business,1989-05-30,2014-02-03,2013-08-15,18210,ALBRIGHTSVILLE
CARUSO DRUG STORE,PP412141L,Out of Business,1977-09-09,2007-08-30,2007-06-12,16242,NEW BETHLEHEM
CASTOR AVE PHARMACY,PP410359L,Out of Business,1977-07-18,1996-08-28,1995-06-22,19149,PHILADELPHIA
CATHEDRAL VILLAGE PHARMACY,HP416506L,Out of Business,1979-11-01,1980-08-13,1979-11-01,19128,PHILADAELPHIA
CCRX OF WESTERN PENNSYLVANIA,PP415589L,Out of Business,2000-01-20,2011-05-31,2009-07-16,15139,OAKMONT
CEDAR CARE PHARMACY,PP482190,Out of Business,2011-12-06,2015-09-16,2015-06-12,19143,PHILADELPHIA
CEDAR CREST PHARMACY,PP482131,Out of Business,2011-06-07,2016-10-18,2015-07-07,181036205,ALLENTOWN
CEDAR CREST PHARMACY,PP411792L,Out of Business,1979-08-27,1981-04-09,1979-08-27,18103,ALLENTOWN
CEDAR HAVEN LEBANON CO HOME PHARMACY,HP416564L,Out of Business,1977-07-18,2002-12-15,2001-08-13,17042,LEBANON
CEDAR PHARMACY,PP412522L,Out of Business,1977-07-18,1993-11-01,1993-08-20,15147,VERONA
CEDAR PHARMACY,PP412768L,Out of Business,1982-01-04,1989-07-27,1988-10-03,15068,NEW KENSINGTN
CEDAR PROFESSIONAL PHARMACY INC,PP411410L,Out of Business,1977-07-27,1992-09-10,1991-07-29,15228,PITTSBURGH
CEDARBROOK PHARMACY,HP416531L,Out of Business,1977-07-12,1995-05-12,1994-09-29,18104,ALLENTOWN
CEDARWOOD PHARMACY INC,PP410364L,Out of Business,1977-07-08,1986-07-01,1985-07-11,19036,GLENOLDEN
CEFOLAS PHARMACY,PP412973L,Out of Business,1977-09-21,1984-04-11,1981-08-04,15202,BELLEVUE
CENTENNIAL PHARMACY - QUEEN VILLAGE,PP482369,Out of Business,2013-05-15,2017-02-15,2015-06-24,19147,PHILADELPHIA
CENTER APOTHECARY,PP410356L,Out of Business,1977-07-11,2017-09-01,2015-07-02,19148,PHILADELPHIA
CENTER CITY HOSPITAL PHARMACY,HP418029L,Out of Business,1977-07-19,1981-04-29,1981-02-25,19103,PHILADELPHIA
CENTER SQUARE PHARMACY,PP410367L,Out of Business,1977-08-23,1982-02-23,1981-09-22,19422,CENTER SQUARE
CENTRAL DRUG COMPANY INC,PP410370L,Out of Business,1977-07-27,1991-08-31,1989-08-14,19013,CHESTER
CENTRAL DRUG STORE,PP410375L,Out of Business,1977-08-17,1992-05-07,1991-08-07,15401,UNIONTOWN
CENTRAL DRUG STORE INC,PP410373L,Out of Business,1977-07-18,1995-10-14,1995-07-21,15857,ST MARYS
CENTRAL FARMACIA,PP415417L,Out of Business,1998-08-05,2004-03-30,2003-07-14,19133,PHILADELPHIA
CENTRAL PHARMACY,PP413700L,Out of Business,1985-10-30,1987-08-04,1986-01-03,15901,JOHNSTOWN
CENTRAL PHARMACY,PP410385L,Out of Business,1977-07-29,2012-10-22,2011-06-21,15037,ELIZABETH
CENTRAL PHARMACY,PP410380L,Out of Business,1977-09-23,1999-05-12,1997-07-02,15033,DONORA
CENTRAL REXALL DRUGS,PP410369L,Out of Business,1977-08-08,2001-03-26,1999-08-18,17022,ELIZABETHTOWN
CENTRE CITY PHARMACY,PP414855L,Out of Business,1994-03-16,1997-07-08,1996-02-29,19103,PHILADELPHIA
CENTRE CREST LONG TERM FACILITY PHCY,HP416574L,Out of Business,1977-07-11,2007-05-01,2005-07-28,16823,BELLEFONTE
CENTRE PHARMACY SERVICES,PP415601L,Out of Business,1999-12-20,2010-09-03,2009-07-30,16801,STATE COLLEGE
CENTRE PLAZA PHARMACY INC,PP410004L,Out of Business,1977-07-08,1996-12-11,1995-08-25,19020,BENSALEM
CENTURY SQUARE PHARMACY,PP414491L,Out of Business,1991-09-06,2019-04-01,2017-07-27,15122,WEST MIFFLIN
CESARES PHARMACY,PP410386L,Out of Business,1977-07-29,1987-01-16,1983-08-11,15219,PITTSBURGH
CHADDS FORD PHARMACY,PP482069,Out of Business,2010-11-18,2011-11-29,2011-07-13,19342,GLEN MILLS
CHALFONT PHARMACY INC,PP410387L,Out of Business,1977-09-06,1984-08-22,1983-06-29,18914,CHALFONT
CHALK HILL PHARMACY,PP415389L,Out of Business,1998-05-18,1999-02-23,1998-06-01,154210392,CHALK HILL
CHAPEL FAMILY PHARMACY,PP415660L,Out of Business,2000-05-19,2001-05-14,2000-06-09,19406,KING OF PRUSSIA
CHAPEL PHARMACY,PP410389L,Out of Business,1977-07-25,2000-05-02,1999-06-23,19406,KING OF PRUSSIA
CHARLES D THOMAS DRUG STORE,PP410318L,Out of Business,1977-07-11,1996-05-30,1995-07-11,15211,PITTSBURGH
CHARLES PHARMACY,PP412966L,Out of Business,1977-07-18,1994-12-30,1993-07-26,19054,LEVITTOWN
CHARLSONS DRUG STORE,PP410394L,Out of Business,1977-07-13,2003-11-18,2003-06-25,15226,PITTSBURGH
CHAUNCEY WILSON PHARMACY,PP410324L,Out of Business,1977-07-11,1984-09-10,1981-07-24,15219,PITTSBURGH
CHELTENHAM PHARMACY,PP412133L,Out of Business,1977-08-08,1992-12-14,1991-07-22,19012,CHELTENHAM
CHERNOFF PHARMACY,PP410396L,Out of Business,1977-07-18,2002-09-25,2001-08-23,19038,NORTH HILLS
CHERRYS PHARMACY,PP410397L,Out of Business,1977-07-11,1984-01-12,1979-07-10,19033,FOLSOM
CHESCO PHARMACY,PP410564L,Out of Business,1977-08-15,2003-03-29,2001-08-15,19143,PHILADELPHIA
CHESTER A ELLIS PHARMACY,PP410398L,Out of Business,1977-08-31,1981-08-12,1979-09-05,19464,POTTSTOWN
CHESTER ARMS PHARMACY,PP410399L,Out of Business,1977-08-08,2000-07-21,1997-07-15,19013,CHESTER
CHESTNUT HILL PHARMACY,PP482065,Out of Business,2010-10-15,2018-08-08,2017-07-26,19118,PHILADELPHIA
CHIKOSKYS PHARMACY,PP410401L,Out of Business,1977-07-25,1987-08-13,1985-08-27,16214,CLARION
CHILDRENS REHABILITATION CENTER,HP416549L,Out of Business,1977-11-02,1989-09-15,1987-08-07,16001,BUTLER
CHILDRENS REHABILITATION HOSPITAL,HP418369L,Out of Business,1988-02-17,1988-11-21,1988-02-18,19131,PHILADELPHIA
CHILDRENS SEASHORE HOUSE,HP418372L,Out of Business,1990-06-01,2013-08-31,2011-08-05,191044302,PHILADELPHIA
CHIODOS PROFESSIONAL PHARMACY,PP410403L,Out of Business,1977-07-18,1994-03-29,1993-07-21,16365,WARREN
CHITTENDEN PHARMACY INC,PP410404L,Out of Business,1977-07-11,1984-03-27,1983-08-17,18503,SCRANTON
CHLETCOS APOTHECARY,PP410523L,Out of Business,1977-07-11,1998-02-20,1997-06-19,19057,LEVITTOWN
"CHOICE APOTHECARY,INC",PP415163L,Out of Business,1996-06-12,2018-02-01,2017-07-25,17316,EAST BERLIN
CHOICE PHARMACY,PP414359L,Out of Business,1990-09-12,2005-11-30,2003-06-26,19132,PHILADELPHIA
CHOICE PHARMACY,PP414829L,Out of Business,1993-12-23,1998-05-28,1997-08-25,15205,PITTSBURGH
CHP OUTPATIENT PHARMACY,PP481305,Out of Business,2003-12-10,2007-04-07,2005-08-16,15213,PITTSBURGH
CHRIST CHURCH HOSPITAL PHARMACY,HP416573L,Out of Business,1977-08-05,1985-02-26,1983-08-03,19131,PHILADELPHIA
CHRISTY PLAZA PHARMACY,PP414192L,Out of Business,1989-06-29,1994-12-30,1993-08-03,16117,ELLWOOD CITY
CHURCHILLS PHARMACY,PP410406L,Out of Business,1977-07-18,1985-06-05,1983-10-05,15102,BETHEL PARK
CITIZENS GENERAL HOSPITAL PHARMACY,HP418039L,Out of Business,1977-07-25,2001-11-03,1999-06-22,15068,NEW KENSINGTN
CITY AVENUE HOSPITAL,HP418093L,Out of Business,1977-07-27,2000-05-05,1999-11-03,19131,PHILADELPHIA
CITY AVENUE HOSPITAL APOTHECARY,PP413790L,Out of Business,1986-05-20,1999-09-15,1998-11-04,19131,PHILADELPHIA
CITY DRUG STORE,PP412545L,Out of Business,1977-07-20,2000-12-22,2000-12-01,16833,CURWENSVILLE
CITY DRUG STORE,PP410409L,Out of Business,1977-07-11,1992-04-03,1991-07-02,15215,SHARPSBURG
CITY PHARMACY,PP410412L,Out of Business,1977-07-14,1981-12-07,1981-09-16,16686,TYRONE
CITYCARE PHARMACY,PP482575,Out of Business,2015-08-10,2017-06-27,,19145,PHILADELPHIA
CITYLINE PHARMACY,PP482244,Out of Business,2012-03-23,2017-03-15,2015-06-16,19004,BALA CYNWYD
CLAREMONT PHARM-A-CARE,HP416601L,Out of Business,1985-12-20,1989-01-09,1987-07-28,17013,CARLISLE
CLARION PSYCHIATRIC CENTER,HP415295L,Out of Business,1997-06-10,2009-08-31,2007-07-31,16214,CLARION
CLARK FAMILY PHARMACY INC,PP413481L,Out of Business,1983-11-17,1991-12-02,1991-07-02,19143,PHILADELPHIA
CLARKS SUMMIT STATE HOSPITAL PHCY,HP417003L,Out of Business,1977-08-17,1987-09-04,1985-07-17,18411,CLARKS SUMMIT
CLEARFIELD COLONIAL PHARMACY,PP410416L,Out of Business,1977-08-04,1984-01-19,1979-07-10,19026,DREXEL HILL
CLEARFIELD PHARMACY,PP411872L,Out of Business,1979-11-19,1998-12-22,1997-06-24,16830,CLEARFIELD
CLEMENS PHARMACY,PP481302,Out of Business,2003-10-20,2005-12-09,2005-08-10,19446,LANSDALE
CLEMENS PHARMACY,PP481383,Out of Business,2004-08-31,2006-11-10,2005-07-29,19440,HATFIELD
CLEMENS PHARMACY AT LIONVILLE,PP481235,Out of Business,2003-04-21,2005-11-18,2005-07-29,19341,EXTON
CLEMS PHARMACY,PP410418L,Out of Business,1977-07-18,1984-01-19,1979-07-10,17901,POTTSVILLE
CLIFFES PRESCRIPTION PHARMACY,PP410420L,Out of Business,1977-07-08,1989-06-16,1988-05-23,15853,RIDGWAY
CLIFTON DRUG CO,PP410421L,Out of Business,1977-07-21,1983-10-31,1983-08-31,19018,CLIFTON HTS
CLINIC PHARMACY,PP481272,Out of Business,2003-08-20,2009-06-30,2007-07-11,18848,TOWANDA
CLINICARE HEALTH SERVICES,PP414315L,Out of Business,1990-05-18,1993-06-15,1992-11-17,19382,WEST CHESTER
CLINTONVILLE DRUG,PP412206L,Out of Business,1980-07-31,1985-10-29,1985-10-15,16372,CLINTONVILLE
CLOVER PHARMACY,PP412797L,Out of Business,1982-02-26,1988-02-08,1987-08-04,18052,WHITEHALL
CLOVER PHARMACY,PP413541L,Out of Business,1977-07-25,1996-07-05,1995-07-11,19070,MORTON
CLOVER PHARMACY,PP412296L,Out of Business,1984-10-15,1988-02-08,1987-08-04,19083,HAVERTOWN
CLOVER PHARMACY,PP410649L,Out of Business,1977-08-24,1996-07-05,1995-07-11,19128,PHILADELPHIA
CLOVER PHARMACY,PP412512L,Out of Business,1981-07-20,1996-07-06,1995-07-11,19150,PHILADELPHIA
CLOVER PHARMACY,PP412796L,Out of Business,1982-02-18,1988-02-08,1987-11-19,18042,EASTON
CLOVER PHARMACY,PP411796L,Out of Business,1979-09-11,1982-02-02,1981-07-22,19063,MEDIA
CLOVER PHARMACY,PP412416L,Out of Business,1981-03-09,1985-10-24,1985-08-02,18976,WARRINGTON
CLOVER PHARMACY,PP413475L,Out of Business,1977-07-25,1996-07-05,1995-07-11,19067,MORRISVILLE
CLOVER PHARMACY,PP410859L,Out of Business,1978-07-19,1996-07-05,1995-07-11,19053,LANGHORN
CLOVER PHARMACY,PP410759L,Out of Business,1978-02-02,1982-02-02,1981-07-23,19136,PHILADELPHIA
CLOVER PHARMACY,PP410770L,Out of Business,1978-02-28,1990-02-04,1989-09-05,19149,PHILADELPHIA
CLOVER PHARMACY,PP415040L,Out of Business,1995-07-10,1996-07-05,1996-01-17,19107,PHILADELPHIA
CLOVER PHARMACY,PP413523L,Out of Business,1977-07-25,1996-07-05,1995-07-11,19422,CENTER SQUARE
CLYMER HEALTH CLINIC,PP412949L,Out of Business,1983-04-25,1988-09-16,1988-05-25,18951,QUAKERTOWN
CMC PHARMACY,PP481242,Out of Business,2003-04-16,2004-05-19,2003-07-02,15106,CARNEGIE
COATESVILLE PHARMACY,PP482277,Out of Business,2012-05-24,2015-04-15,2013-06-20,19320,COATESVILLE
COCHRANTON DRUGS,PP410428L,Out of Business,1977-07-08,1992-12-22,1991-07-02,16314,COCHRANTON
COLES PHARMACY,PP410435L,Out of Business,1977-08-09,2013-02-27,2011-07-09,16933,MANSFIELD
COLGATE PHARMACY,PP410436L,Out of Business,,1989-08-31,1987-08-14,19120,PHILADELPHIA
COLLEGE HILL PHARMACY,PP410438L,Out of Business,1977-07-20,2019-06-26,2017-07-24,15010,BEAVER FALLS
COLONIAL PHARMACY,PP411662L,Out of Business,1979-01-24,1998-02-28,1997-08-20,19604,READING
COLONIAL PHARMACY,PP413093L,Out of Business,1977-08-23,1997-12-30,1997-12-16,19606,MOUNT PENN
COLONIAL PHARMACY,PP410446L,Out of Business,,1987-01-16,1984-03-21,18966,SOUTHAMPTON
COLONIAL PHARMACY,PP410447L,Out of Business,1977-07-08,1992-12-11,1991-06-25,15221,WILKINSBURG
COLONIAL PHARMACY,PP412844L,Out of Business,1982-05-12,2007-09-28,2007-07-23,17846,MILLVILLE
COLONIAL PHARMACY,PP415407L,Out of Business,1998-07-15,2009-07-07,2007-07-23,17814,BENTON
COLONIAL PHARMACY,PP481577,Out of Business,2006-04-05,2007-04-30,,18655,SHICKSHINNY
COLUMBIA PHARMACY,PP414917L,Out of Business,1994-08-02,1997-09-05,1997-01-13,15601,GREENSBURG
COLUMBIA PHARMACY,PP415079L,Out of Business,1995-10-13,1996-02-12,1995-10-24,19121,PHILADELPHIA
COMMONWEALTH PHARMACY INC,PP411371L,Out of Business,1977-08-17,1987-03-16,1985-07-29,19107,PHILADELPHIA
COMMUNITY CONCERN PHARMACY INC,PP410796L,Out of Business,1978-06-20,1987-04-27,1985-08-16,19121,PHILADELPHIA
COMMUNITY DRUG,PP410823L,Out of Business,1977-07-11,2010-02-06,2009-08-13,15207,PITTSBURGH
COMMUNITY DRUG CENTER,PP410451L,Out of Business,1977-07-12,1996-06-28,1995-08-10,19124,PHILADELPHIA
COMMUNITY DRUG COMPOUNDING CENTER,PP415602L,Out of Business,1999-11-22,2007-08-31,2005-09-01,15207,PITTSBURGH
COMMUNITY DRUG STORE,PP410454L,Out of Business,1977-07-19,1983-05-20,1981-07-30,17701,WILLIAMSPORT
COMMUNITY DRUGS CO,PP413439L,Out of Business,1983-07-15,2013-07-17,2011-06-14,16323,FRANKLIN
COMMUNITY DRUGS CO,PP415409L,Out of Business,1998-08-18,2002-05-31,2001-08-01,16323,FRANKLIN
COMMUNITY PHARMACY,PP412782L,Out of Business,1982-01-28,1987-01-16,1986-02-03,18701,WILKES BARRE
COMMUNITY PHARMACY,PP411544L,Out of Business,1977-08-31,1987-01-16,1985-08-27,18702,WILKES BARRE
COMMUNITY PHARMACY,PP411090L,Out of Business,1977-07-11,1985-01-09,1983-06-30,15946,PORTAGE
COMMUNITY PHARMACY INC,PP415427L,Out of Business,1998-08-27,2009-04-01,2007-08-08,18229,JIM THORPE
COMMUNITY PHARMACY SERVICES,PP413929L,Out of Business,1987-06-01,1989-08-17,1987-07-08,18510,SCRANTON
